id_cliente,nome_completo,cpf,data_nascimento,idade,genero,estado_civil,profissao,faixa_renda,email_principal,email_alternativo,telefone_celular,telefone_fixo,logradouro,numero,complemento,bairro,cidade,estado_uf,cep,pais,tipo_residencia,data_cadastro,origem_cadastro,codigo_indicacao_usado,cupom_desconto,plano_assinatura,valor_plano,ciclo_faturamento,status,data_ultimo_pagamento,metodo_pagamento,bandeira_cartao,ultimos_4_digitos_cartao,validade_cartao,chave_pix_tipo,dias_atraso,meses_como_cliente,total_pago_R$,qtd_perfis_criados,qtd_telas_contratadas,dispositivo_principal,dispositivos_cadastrados,idioma_preferido,legenda_preferida,controle_parental_ativo,aceitou_termos_lgpd,aceitou_marketing_email,aceitou_marketing_sms,aceitou_cookies,ultimo_acesso,ip_ultimo_acesso,motivo_cancelamento,avaliacao_plataforma_1_a_5
CLI-1349,Sofia Ribeiro Rodrigues,627.860.155-26,17/05/1979,46,Masculino,União Estável,Empresário,R$2k a R$4k,sofia.ribeiro.rodrigues68@hotmail.com,,(41) 93062-9835,(41) 4434-4250,Rua Belo Horizonte,2387,Apto 101,Cidade Nova,Curitiba,PR,86570-126,Brasil,Apartamento,2023-09-23,App iOS,,,Premium,49.9,Mensal,Ativo,2026-04-23,PIX,,,,Telefone,0,31,1357.28,5,4,Console PS5,"Console Xbox, Smart TV, Chromecast",Português,Português,Sim,Sim,Sim,Não,Sim,2026-04-28 14:00,103.52.202.190,,5
CLI-1350,Ana Melo Martins,304.624.450-61,18/02/1998,27,Masculino,União Estável,Enfermeiro,R$4k a R$7k,ana.melo.martins98@hotmail.com,,(48) 94604-3061,,Av. Getúlio Vargas,1757,Fundos,Jardins,Florianópolis,SC,23353-419,Brasil,Casa,2024-06-15,App iOS,,AMIGO15,Padrão,34.9,Mensal,Inadimplente,2026-02-16,Débito em Conta,,9267,06/26,,74,22,748.13,4,2,Console PS5,"Notebook, Console Xbox, Celular Android, iPhone",Espanhol,Português,Sim,Sim,Não,Sim,Sim,2026-04-16 00:00,101.14.111.149,,1
CLI-1351,Valentina Araujo Freitas,116.340.294-14,03/10/1979,46,Feminino,Divorciado(a),Autônomo,R$4k a R$7k,valentina.araujo.freitas72@gmail.com,,(11) 98272-2148,,Rua Belo Horizonte,1871,,Jardins,São Paulo,SP,10679-944,Brasil,Apartamento,2023-11-10,Smart TV,,,Premium,49.9,Mensal,Ativo,2026-04-02,Cartão de Crédito,Mastercard,8847,07/29,,0,30,1374.31,1,4,Chromecast,iPhone,Português,Português,Sim,Sim,Não,Não,Sim,2026-04-27 12:00,161.191.2.235,,5
CLI-1352,Tatiane Fernandes Souza,304.610.415-48,05/09/1986,39,Feminino,Viúvo(a),Advogado,Até R$2k,tatiane.fernandes.souza88@hotmail.com,,(92) 98850-1219,(92) 4574-2240,Av. Djalma Batista,918,Fundos,Copacabana,Parintins,AM,30359-201,Brasil,Apartamento,2025-04-18,App Android,,STREAM20,Família,59.9,Mensal,Inativo,2026-02-25,PIX,,,,Chave Aleatória,0,12,471.27,4,5,Tablet,"Notebook, Console Xbox, iPhone, Fire Stick",Português,Português,Não,Sim,Sim,Sim,Sim,2026-03-07 00:00,173.185.116.45,Pouco conteúdo,1
CLI-1353,Juliana Mendes Lopes,909.322.161-36,26/11/1984,41,Masculino,Casado(a),Aposentado,Acima de R$10k,juliana.mendes.lopes91@gmail.com,juliana66@outlook.com,(31) 99685-2801,,Rua 10 de Julho,945,,Boa Viagem,Belo Horizonte,MG,89713-739,Brasil,Apartamento,2023-05-31,App iOS,,AMIGO15,Básico,19.9,Mensal,Ativo,2026-05-03,Débito em Conta,,5696,02/26,,0,35,597.09,2,1,iPhone,"iPhone, Fire Stick",Português,Português,Não,Sim,Sim,Sim,Não,2026-04-29 05:00,198.233.34.98,,1
CLI-1354,André Dias Barbosa,549.270.290-37,30/06/1963,62,Masculino,Divorciado(a),Aposentado,Acima de R$10k,andré.dias.barbosa58@hotmail.com,,(85) 96965-4164,,Rua Rio Negro,334,,Boa Viagem,Fortaleza,CE,54020-861,Brasil,Casa,2023-08-12,App iOS,,BEMVINDO10,Básico,19.9,Anual,Inativo,2026-04-05,Boleto,,,,,0,33,17.68,3,1,Console PS5,"Console PS5, Smart TV, Notebook, Celular Android",Português,Português,Não,Sim,Sim,Não,Sim,2026-04-15 00:00,140.219.232.141,Problemas financeiros,3
CLI-1355,Larissa Nascimento Soares,687.691.786-71,10/10/1993,32,Feminino,Casado(a),Professor,Acima de R$10k,larissa.nascimento.soares97@hotmail.com,,(85) 91366-9988,,Rua 10 de Julho,258,,Boa Viagem,Fortaleza,CE,18216-569,Brasil,Casa,2025-02-16,Indicação de amigo,,STREAM20,Padrão,34.9,Mensal,Ativo,2026-04-09,Débito em Conta,,1096,10/31,,0,14,459.0,3,2,Smart TV,iPhone,Português,Português,Não,Sim,Sim,Não,Sim,2026-04-29 16:00,175.116.19.81,,2
CLI-1356,Camila Barbosa Silva,971.414.158-37,18/03/1989,36,Masculino,Divorciado(a),Professor,R$4k a R$7k,camila.barbosa.silva68@gmail.com,,(92) 96433-1861,,Rua Rio Negro,2405,Apto 101,Ponta Negra,Parintins,AM,56435-552,Brasil,Apartamento,2023-12-20,App Android,,,Padrão,34.9,Mensal,Ativo,2026-04-04,PIX,,,,Email,0,28,945.8,2,2,Console Xbox,"Chromecast, Console PS5, Celular Android",Inglês,Inglês,Não,Sim,Sim,Não,Sim,2026-04-29 04:00,129.52.169.11,,3
CLI-1357,Leandro Souza Pereira,388.611.598-97,05/02/1987,38,Feminino,Casado(a),Vendedor,R$2k a R$4k,leandro.souza.pereira56@gmail.com,,(51) 96658-5641,(51) 3277-3287,Av. Djalma Batista,2221,,Moema,Porto Alegre,RS,12155-634,Brasil,Apartamento,2022-06-21,App iOS,,,Básico,19.9,Anual,Inadimplente,2026-03-16,PayPal,,,,,46,47,930.51,1,1,iPhone,Chromecast,Português,Português,Não,Sim,Não,Sim,Sim,2026-04-20 00:00,101.150.212.122,,4
CLI-1358,Simone Freitas Almeida,893.690.609-85,22/07/1966,59,Feminino,Divorciado(a),Professor,R$7k a R$10k,simone.freitas.almeida23@gmail.com,,(62) 93873-2062,(62) 4969-5285,Rua Belo Horizonte,1880,Apto 101,Alvorada,Goiânia,GO,95497-522,Brasil,Casa,2022-08-16,Indicação de amigo,,,Básico,19.9,Mensal,Inadimplente,2026-04-12,PIX,,,,Chave Aleatória,19,45,803.42,5,1,Fire Stick,iPhone,Português,Português,Não,Sim,Sim,Sim,Sim,2026-04-30 00:00,140.89.189.102,,4
CLI-1359,Patricia Pereira Almeida,406.173.675-42,14/07/1965,60,Masculino,União Estável,Autônomo,R$2k a R$4k,patricia.pereira.almeida62@hotmail.com,,(21) 96993-3621,,Av. Getúlio Vargas,252,Casa,Adrianópolis,Rio de Janeiro,RJ,56369-942,Brasil,Apartamento,2024-05-08,Site,IND5717,BLACK50,Básico,19.9,Mensal,Ativo,2026-04-11,Débito em Conta,,8536,10/29,,0,24,464.02,5,1,Console PS5,"Smart TV, Celular Android, Fire Stick",Português,Desativada,Sim,Sim,Sim,Sim,Sim,2026-04-28 14:00,149.142.171.141,,3
CLI-1360,Aline Cunha Santos,945.758.341-26,31/12/1977,48,Feminino,Solteiro(a),Advogado,R$7k a R$10k,aline.cunha.santos44@gmail.com,aline92@outlook.com,(61) 95859-7320,(61) 4888-1097,Rua Rio Negro,2270,Fundos,Alvorada,Brasília,DF,78240-894,Brasil,Apartamento,2023-02-19,Site,IND8746,AMIGO15,Básico,19.9,Mensal,Ativo,2026-05-05,Cartão de Crédito,American Express,6237,10/27,,0,38,659.98,4,1,iPhone,iPhone,Português,Inglês,Não,Sim,Não,Não,Sim,2026-04-29 00:00,193.71.200.54,,3
CLI-1361,Lara Rodrigues Carvalho,956.872.652-50,04/01/1991,35,Masculino,Viúvo(a),Enfermeiro,R$4k a R$7k,lara.rodrigues.carvalho5@gmail.com,,(48) 97988-6491,(48) 4963-1207,Av. Getúlio Vargas,1268,Bloco B,Flores,Florianópolis,SC,87131-310,Brasil,Apartamento,2022-08-15,Smart TV,,BLACK50,Básico,19.9,Mensal,Ativo,2026-05-02,Cartão de Crédito,American Express,8053,03/29,,0,45,874.64,5,1,Celular Android,Console PS5,Inglês,Português,Não,Sim,Sim,Sim,Não,2026-04-27 04:00,171.171.37.198,,5
CLI-1362,Pedro Almeida Martins,303.610.971-40,14/03/1999,26,Feminino,Solteiro(a),Estudante,Acima de R$10k,pedro.almeida.martins70@gmail.com,,(81) 98949-5196,(81) 4079-1928,Rua Amazonas,933,,Cidade Nova,Recife,PE,60137-226,Brasil,Casa,2023-02-21,Smart TV,,STREAM20,Padrão,34.9,Mensal,Ativo,2026-04-21,Débito em Conta,,5473,04/27,,0,38,1290.32,2,2,Celular Android,"Fire Stick, Chromecast, Tablet, iPhone",Português,Português,Sim,Sim,Sim,Sim,Sim,2026-04-28 19:00,196.14.67.103,,4
CLI-1363,Vanessa Santos Souza,931.498.840-20,14/04/1979,46,Feminino,Solteiro(a),Professor,Até R$2k,vanessa.santos.souza72@hotmail.com,,(51) 95541-8186,,Av. Constantino Nery,226,Casa,Copacabana,Porto Alegre,RS,23531-356,Brasil,Casa,2022-09-20,Site,,,Padrão,34.9,Mensal,Inativo,2026-03-10,PayPal,,,,,0,43,1211.71,1,2,Celular Android,Notebook,Português,Inglês,Não,Sim,Sim,Não,Sim,2026-03-10 00:00,137.127.0.251,Pouco conteúdo,4
CLI-1364,Bruno Rodrigues Rodrigues,714.637.211-60,22/09/1973,52,Feminino,União Estável,Desenvolvedor,Até R$2k,bruno.rodrigues.rodrigues64@gmail.com,,(85) 98230-4546,,Av. Getúlio Vargas,1195,,Centro Sul,Fortaleza,CE,85504-874,Brasil,Apartamento,2022-11-17,Smart TV,IND1850,BEMVINDO10,Premium,49.9,Mensal,Inadimplente,2026-03-07,PayPal,,,,,55,42,1899.3,3,4,Smart TV,Smart TV,Português,Português,Sim,Sim,Sim,Não,Sim,2026-04-23 00:00,165.205.238.164,,4
CLI-1365,Renata Carvalho Gomes,367.390.459-28,31/01/1957,68,Masculino,Divorciado(a),CLT,R$2k a R$4k,renata.carvalho.gomes34@gmail.com,,(27) 98956-1022,,Rua Belo Horizonte,674,Apto 101,Compensa,Vitória,ES,22496-165,Brasil,Apartamento,2022-02-22,Site,IND6907,,Básico,19.9,Mensal,Ativo,2026-04-15,Cartão de Crédito,Elo,5544,10/28,,0,50,948.2,5,1,Fire Stick,"Celular Android, Fire Stick, Console PS5",Português,Inglês,Não,Sim,Sim,Sim,Sim,2026-04-29 20:00,100.126.233.196,,4
CLI-1366,Felipe Pereira Martins,818.231.882-50,25/08/1998,27,Feminino,Solteiro(a),Advogado,Acima de R$10k,felipe.pereira.martins20@hotmail.com,,(85) 98855-3675,,Rua Belo Horizonte,738,,Centro,Fortaleza,CE,54792-535,Brasil,Apartamento,2023-05-28,Site,,BLACK50,Básico,19.9,Mensal,Ativo,2026-04-27,Cartão de Crédito,American Express,2104,11/26,,0,35,670.84,5,1,Celular Android,"Notebook, Celular Android, Console Xbox",Português,Português,Não,Sim,Não,Sim,Sim,2026-04-28 05:00,153.233.54.107,,5
CLI-1367,Gabriel Barbosa Gomes,683.102.498-97,14/03/1960,65,Masculino,União Estável,Autônomo,R$2k a R$4k,gabriel.barbosa.gomes5@gmail.com,gabriel79@outlook.com,(85) 94659-8639,,Rua 10 de Julho,1511,Bloco B,Savassi,Fortaleza,CE,91147-460,Brasil,Casa,2024-06-02,Site,,AMIGO15,Básico,19.9,Mensal,Ativo,2026-04-16,Cartão de Crédito,Visa,7628,04/28,,0,23,445.77,1,1,Console Xbox,"Fire Stick, Celular Android, iPhone, Notebook",Português,Português,Não,Sim,Sim,Não,Sim,2026-04-28 15:00,128.215.254.74,,1
CLI-1368,Larissa Almeida Pereira,431.631.553-43,31/10/1954,71,Feminino,Casado(a),Professor,R$4k a R$7k,larissa.almeida.pereira63@gmail.com,,(85) 96992-4195,(85) 3472-3707,Rua Rio Negro,1298,Fundos,Adrianópolis,Fortaleza,CE,87908-670,Brasil,Casa,2022-03-08,App iOS,,,Básico,19.9,Mensal,Inativo,2026-03-22,PayPal,,,,,0,50,121.63,2,1,iPhone,"Smart TV, Celular Android",Português,Desativada,Não,Sim,Não,Não,Sim,2026-03-25 00:00,155.102.150.239,Não usa mais,3
CLI-1369,Beatriz Santos Cavalcanti,395.907.444-16,15/12/1993,32,Feminino,Divorciado(a),Empresário,Até R$2k,beatriz.santos.cavalcanti91@hotmail.com,,(81) 91611-8738,,Rua Belo Horizonte,1002,Bloco B,Adrianópolis,Recife,PE,30384-304,Brasil,Apartamento,2024-03-22,Site,,BLACK50,Família,59.9,Mensal,Ativo,2026-04-13,Débito em Conta,,2082,09/26,,0,25,1279.2,2,5,Fire Stick,Smart TV,Português,Espanhol,Não,Sim,Não,Não,Sim,2026-04-27 09:00,129.87.60.251,,3
CLI-1370,Isabela Gomes Melo,817.171.675-42,09/01/1977,49,Masculino,Solteiro(a),Desenvolvedor,R$4k a R$7k,isabela.gomes.melo5@gmail.com,,(11) 98686-6686,(11) 3196-3019,Alameda das Palmeiras,1227,Apto 101,Adrianópolis,São Paulo,SP,56321-846,Brasil,Apartamento,2023-10-17,App iOS,,,Padrão,34.9,Anual,Ativo,2026-04-18,Boleto,,,,,0,30,895.81,2,2,Smart TV,"Smart TV, Chromecast",Português,Português,Não,Sim,Sim,Não,Sim,2026-04-28 22:00,147.4.186.238,,2
CLI-1371,Leticia Nascimento Almeida,350.422.617-18,04/03/2006,19,Feminino,Solteiro(a),Professor,Acima de R$10k,leticia.nascimento.almeida51@hotmail.com,,(31) 91765-1364,,Rua Barão de Melgaço,246,Fundos,Alvorada,Belo Horizonte,MG,39062-938,Brasil,Casa,2025-02-20,App Android,,AMIGO15,Premium,49.9,Mensal,Ativo,2026-04-26,Cartão de Crédito,Mastercard,1258,01/30,,0,14,649.23,5,4,Notebook,Fire Stick,Português,Português,Não,Sim,Não,Não,Sim,2026-04-29 14:00,121.25.237.198,,4
CLI-1372,Juliana Pereira Gomes,339.217.255-72,27/07/1982,43,Feminino,União Estável,Designer,Até R$2k,juliana.pereira.gomes81@gmail.com,,(48) 92857-8412,,Av. Getúlio Vargas,2041,,Centro,Florianópolis,SC,22307-468,Brasil,Apartamento,2023-03-22,Site,,,Padrão,34.9,Mensal,Inadimplente,2026-01-20,PIX,,,,CPF,101,37,1229.04,3,2,Console Xbox,"Console PS5, Fire Stick, Smart TV, Console Xbox",Português,Desativada,Sim,Sim,Não,Sim,Sim,2026-04-26 00:00,143.156.10.219,,3
CLI-1373,Patricia Fernandes Rodrigues,767.352.305-63,18/04/1954,71,Feminino,Divorciado(a),Autônomo,Até R$2k,patricia.fernandes.rodrigues39@gmail.com,,(92) 92966-6036,(92) 3903-2932,Rua Amazonas,2145,Fundos,Moema,Parintins,AM,31662-533,Brasil,Apartamento,2024-11-11,Indicação de amigo,IND6261,,Premium,49.9,Mensal,Ativo,2026-04-26,Cartão de Crédito,Visa,7695,11/28,,0,17,737.23,5,4,Tablet,Celular Android,Português,Inglês,Sim,Sim,Não,Não,Sim,2026-04-29 15:00,139.162.52.162,,3
CLI-1374,Gabriel Costa Soares,146.141.361-44,23/03/2007,18,Feminino,Viúvo(a),Enfermeiro,Até R$2k,gabriel.costa.soares45@hotmail.com,,(31) 98904-1077,(31) 3794-4002,Av. Paulista,1598,Fundos,Boa Viagem,Belo Horizonte,MG,25149-263,Brasil,Casa,2024-12-28,Site,IND5344,BLACK50,Premium,49.9,Anual,Ativo,2026-04-25,Boleto,,,,,0,16,706.35,5,4,Notebook,Celular Android,Português,Inglês,Não,Sim,Não,Não,Sim,2026-04-29 12:00,124.160.136.5,,1
CLI-1375,Ana Pereira Barbosa,749.875.838-69,31/01/1998,27,Feminino,Divorciado(a),Desenvolvedor,Até R$2k,ana.pereira.barbosa59@gmail.com,ana59@outlook.com,(81) 92286-7410,,Rua 10 de Julho,1150,Fundos,Alvorada,Recife,PE,60208-472,Brasil,Casa,2024-11-24,App Android,,BEMVINDO10,Padrão,34.9,Mensal,Ativo,2026-04-06,PIX,,,,Telefone,0,17,542.31,5,2,Celular Android,"Console Xbox, Tablet",Português,Desativada,Não,Sim,Não,Sim,Sim,2026-04-27 17:00,143.134.93.101,,3
CLI-1376,Flávia Araujo Silva,369.854.500-58,20/11/1981,44,Masculino,Casado(a),Professor,R$2k a R$4k,flávia.araujo.silva42@gmail.com,flávia25@outlook.com,(27) 99826-1307,(27) 4545-8187,Travessa do Sol,832,Bloco B,Centro Sul,Vitória,ES,62254-720,Brasil,Casa,2025-05-01,Site,IND6997,AMIGO15,Família,59.9,Mensal,Ativo,2026-05-06,Boleto,,,,,0,12,706.86,3,5,Celular Android,Console Xbox,Português,Português,Não,Sim,Sim,Sim,Sim,2026-04-30 07:00,169.175.120.23,,3
CLI-1377,Diego Martins Mendes,794.316.176-72,06/05/1994,31,Feminino,União Estável,Designer,R$4k a R$7k,diego.martins.mendes24@gmail.com,,(62) 93966-4235,(62) 4829-4025,Rua das Acácias,916,,Alvorada,Goiânia,GO,71528-130,Brasil,Apartamento,2022-04-06,Smart TV,IND8639,BLACK50,Padrão,34.9,Anual,Inativo,2026-02-15,Débito em Conta,,6886,10/26,,0,49,1063.23,1,2,Tablet,"Console PS5, Notebook",Português,Inglês,Não,Sim,Não,Não,Sim,2026-02-19 00:00,166.157.32.141,Falta de tempo,2
CLI-1378,Leandro Oliveira Pereira,197.604.571-84,20/09/1971,54,Masculino,União Estável,Empresário,Até R$2k,leandro.oliveira.pereira95@hotmail.com,,(71) 93487-5149,,Rua das Acácias,1276,,Moema,Salvador,BA,85124-801,Brasil,Apartamento,2022-12-11,Site,,,Família,59.9,Mensal,Ativo,2026-04-13,Boleto,,,,,0,41,2293.52,4,5,Console PS5,Chromecast,Português,Inglês,Sim,Sim,Sim,Não,Sim,2026-04-28 04:00,185.49.238.112,,4
CLI-1379,Fernanda Santos Freitas,992.389.691-38,12/07/1960,65,Feminino,Solteiro(a),Autônomo,Acima de R$10k,fernanda.santos.freitas76@gmail.com,,(11) 97184-2997,,Travessa do Sol,634,,Cidade Nova,São Paulo,SP,91438-172,Brasil,Casa,2024-07-13,App Android,,AMIGO15,Padrão,34.9,Mensal,Ativo,2026-04-19,PayPal,,,,,0,21,729.64,2,2,Chromecast,"Smart TV, Chromecast, Fire Stick",Português,Inglês,Não,Sim,Sim,Não,Sim,2026-04-28 09:00,101.186.96.95,,5
CLI-1380,Gustavo Dias Cavalcanti,225.669.281-16,19/04/2006,19,Feminino,Solteiro(a),Vendedor,R$2k a R$4k,gustavo.dias.cavalcanti10@hotmail.com,gustavo27@outlook.com,(91) 96289-3221,,Av. Constantino Nery,1013,Bloco B,Alvorada,Belém,PA,60678-186,Brasil,Casa,2022-03-20,App Android,,,Padrão,34.9,Mensal,Inadimplente,2026-04-03,Débito em Conta,,8277,09/26,,28,50,1685.0,5,2,Chromecast,"Notebook, Chromecast, Fire Stick, iPhone",Português,Português,Sim,Sim,Não,Não,Sim,2026-04-22 00:00,199.62.252.229,,3
CLI-1381,Marcelo Carvalho Fernandes,182.289.375-39,01/11/1956,69,Feminino,Viúvo(a),Estudante,R$7k a R$10k,marcelo.carvalho.fernandes35@gmail.com,marcelo21@outlook.com,(92) 99989-1047,,Av. Getúlio Vargas,2373,,Moema,Parintins,AM,18628-228,Brasil,Casa,2022-10-13,Smart TV,IND2751,BLACK50,Padrão,34.9,Mensal,Inadimplente,2026-03-26,Boleto,,,,,36,43,1430.58,2,2,Console PS5,Fire Stick,Português,Português,Não,Sim,Sim,Não,Sim,2026-04-28 00:00,138.178.54.175,,1
CLI-1382,Larissa Mendes Carvalho,477.720.923-66,21/07/1961,64,Masculino,União Estável,Advogado,Até R$2k,larissa.mendes.carvalho53@gmail.com,,(21) 92936-2735,(21) 3076-8720,Av. Djalma Batista,1335,Bloco B,Savassi,Rio de Janeiro,RJ,70630-394,Brasil,Apartamento,2024-01-28,Site,,,Padrão,34.9,Mensal,Inativo,2026-02-16,PayPal,,,,,0,27,747.63,3,2,Chromecast,Notebook,Português,Inglês,Sim,Sim,Não,Não,Sim,2026-02-20 00:00,124.129.65.147,Problemas técnicos,1
CLI-1383,Patricia Martins Martins,384.559.836-11,23/11/1975,50,Feminino,Viúvo(a),Designer,Até R$2k,patricia.martins.martins7@hotmail.com,,(21) 95770-9669,,Rua 10 de Julho,670,,Flores,Rio de Janeiro,RJ,68005-144,Brasil,Casa,2023-10-17,App Android,,,Básico,19.9,Anual,Inativo,2026-02-11,PIX,,,,Chave Aleatória,0,30,405.15,4,1,Celular Android,"Tablet, Fire Stick, Notebook, Smart TV",Inglês,Desativada,Não,Sim,Não,Não,Sim,2026-02-20 00:00,152.250.80.216,Não usa mais,2
CLI-1384,Gabriel Barbosa Lopes,166.185.514-57,12/10/1985,40,Masculino,União Estável,Estudante,R$2k a R$4k,gabriel.barbosa.lopes31@hotmail.com,,(61) 96127-4652,(61) 4753-7833,Rua 10 de Julho,1339,,Moema,Brasília,DF,72540-195,Brasil,Apartamento,2024-08-08,Smart TV,,AMIGO15,Padrão,34.9,Mensal,Inativo,2026-04-12,Débito em Conta,,6269,04/30,,0,21,372.69,3,2,iPhone,"Tablet, Console Xbox, Chromecast, Smart TV",Português,Português,Não,Sim,Sim,Não,Sim,2026-04-12 00:00,165.202.163.10,Não usa mais,2
CLI-1385,Marcos Cavalcanti Gomes,816.325.768-45,22/11/1972,53,Masculino,Divorciado(a),Desenvolvedor,Até R$2k,marcos.cavalcanti.gomes90@gmail.com,,(91) 93996-5932,,Av. Djalma Batista,486,Bloco B,Adrianópolis,Belém,PA,51115-738,Brasil,Apartamento,2025-03-15,Smart TV,,BEMVINDO10,Padrão,34.9,Mensal,Ativo,2026-04-11,Cartão de Crédito,Mastercard,4868,07/27,,0,13,392.09,5,2,Tablet,Smart TV,Português,Inglês,Não,Sim,Não,Não,Sim,2026-04-29 05:00,117.189.200.149,,3
CLI-1386,Gustavo Barbosa Cunha,706.689.397-29,18/05/1991,34,Masculino,Divorciado(a),Aposentado,R$7k a R$10k,gustavo.barbosa.cunha93@gmail.com,,(85) 94839-9329,,Rua das Acácias,1404,Bloco B,Ponta Negra,Fortaleza,CE,84203-245,Brasil,Casa,2024-03-24,Indicação de amigo,,,Padrão,34.9,Anual,Ativo,2026-04-11,Boleto,,,,,0,25,826.51,2,2,Chromecast,"Console PS5, Notebook, Chromecast, Celular Android",Português,Inglês,Não,Sim,Não,Não,Sim,2026-04-27 20:00,170.9.44.81,,1
CLI-1387,Lara Cavalcanti Araujo,330.494.877-14,10/09/1968,57,Masculino,Casado(a),Desenvolvedor,R$4k a R$7k,lara.cavalcanti.araujo34@hotmail.com,lara61@outlook.com,(61) 97897-6280,,Av. Paulista,1650,,Alvorada,Brasília,DF,42988-993,Brasil,Casa,2023-01-16,Smart TV,,BLACK50,Básico,19.9,Mensal,Inativo,2026-03-29,Boleto,,,,,0,40,739.03,1,1,Tablet,Console Xbox,Português,Desativada,Sim,Sim,Sim,Não,Sim,2026-04-08 00:00,186.86.229.28,Não usa mais,3
CLI-1388,Gustavo Costa Barbosa,537.183.618-78,08/02/2002,23,Feminino,Solteiro(a),Empresário,R$4k a R$7k,gustavo.costa.barbosa5@hotmail.com,,(92) 91521-7751,(92) 3069-6272,Alameda das Palmeiras,1232,Apto 101,Centro,Parintins,AM,25611-115,Brasil,Casa,2025-03-11,App iOS,,,Premium,49.9,Mensal,Ativo,2026-04-30,PayPal,,,,,0,13,595.3,3,4,Console PS5,"Console PS5, Celular Android, Fire Stick",Português,Português,Sim,Sim,Sim,Não,Sim,2026-04-27 08:00,193.9.64.227,,3
CLI-1389,Valentina Fernandes Dias,922.846.955-51,05/11/1971,54,Masculino,Solteiro(a),Empresário,Acima de R$10k,valentina.fernandes.dias54@hotmail.com,,(91) 96081-3140,,Rua 10 de Julho,1810,,Copacabana,Belém,PA,60223-287,Brasil,Casa,2023-03-01,App Android,,STREAM20,Premium,49.9,Mensal,Ativo,2026-04-24,Cartão de Crédito,Elo,3064,11/31,,0,38,1802.36,4,4,Fire Stick,"iPhone, Tablet",Inglês,Português,Não,Sim,Sim,Não,Sim,2026-04-30 03:00,102.75.186.41,,4
CLI-1390,Diego Oliveira Ribeiro,871.116.317-74,03/06/1985,40,Masculino,Viúvo(a),Advogado,R$4k a R$7k,diego.oliveira.ribeiro66@gmail.com,,(92) 95021-2357,,Travessa do Sol,1312,,Adrianópolis,Manaus,AM,99122-898,Brasil,Casa,2024-05-25,Indicação de amigo,,STREAM20,Básico,19.9,Mensal,Inadimplente,2026-02-21,Cartão de Crédito,Hipercard,5598,11/31,,69,23,394.83,2,1,Fire Stick,Smart TV,Português,Português,Não,Sim,Sim,Não,Sim,2026-04-12 00:00,169.219.155.14,,5
CLI-1391,Patricia Pereira Soares,357.277.235-17,05/06/1985,40,Feminino,Solteiro(a),Estudante,R$4k a R$7k,patricia.pereira.soares45@hotmail.com,,(27) 98321-9430,,Av. Getúlio Vargas,645,,Compensa,Vitória,ES,48009-103,Brasil,Apartamento,2023-08-17,Site,,STREAM20,Padrão,34.9,Mensal,Inativo,2026-03-10,Débito em Conta,,3867,02/27,,0,32,628.73,3,2,Chromecast,Smart TV,Português,Espanhol,Não,Sim,Sim,Sim,Sim,2026-03-12 00:00,135.127.166.222,Migrou para concorrente,4
CLI-1392,Lucas Santos Lima,762.620.799-42,01/02/1998,27,Masculino,União Estável,Aposentado,Acima de R$10k,lucas.santos.lima18@gmail.com,lucas60@outlook.com,(27) 94708-2275,(27) 3639-7625,Rua Rio Negro,974,,Jardins,Vitória,ES,89067-403,Brasil,Casa,2024-12-16,App iOS,,BEMVINDO10,Básico,19.9,Mensal,Ativo,2026-04-08,PIX,,,,Email,0,16,312.63,2,1,Notebook,"Console PS5, Chromecast, Fire Stick, Smart TV",Português,Desativada,Não,Sim,Não,Não,Sim,2026-04-29 20:00,118.45.192.183,,1
CLI-1393,Fernanda Araujo Ribeiro,630.846.341-97,04/06/2005,20,Masculino,Divorciado(a),Aposentado,Acima de R$10k,fernanda.araujo.ribeiro88@hotmail.com,,(92) 94803-9613,,Av. Paulista,2102,Fundos,Alvorada,Parintins,AM,98196-743,Brasil,Apartamento,2023-11-11,App Android,,,Padrão,34.9,Mensal,Inativo,2026-04-17,PIX,,,,Email,0,30,392.38,4,2,Notebook,"Fire Stick, Console Xbox, Smart TV",Português,Português,Não,Sim,Sim,Sim,Sim,2026-04-27 00:00,177.227.106.241,Preço alto,4
CLI-1394,Fernanda Cavalcanti Costa,192.110.535-29,25/09/1963,62,Masculino,União Estável,Autônomo,R$7k a R$10k,fernanda.cavalcanti.costa74@gmail.com,,(71) 98692-2392,,Alameda das Palmeiras,1913,Apto 101,Alvorada,Salvador,BA,55168-391,Brasil,Casa,2022-06-11,App Android,,,Padrão,34.9,Mensal,Inativo,2026-03-10,PIX,,,,Telefone,0,47,302.53,5,2,Smart TV,"Smart TV, Chromecast, Celular Android, iPhone",Português,Desativada,Sim,Sim,Sim,Não,Sim,2026-03-14 00:00,179.99.74.173,Migrou para concorrente,2
CLI-1395,Lara Gomes Souza,257.632.194-54,08/04/1967,58,Não-binário,Solteiro(a),Professor,Acima de R$10k,lara.gomes.souza39@gmail.com,lara87@outlook.com,(51) 94355-4667,,Av. Getúlio Vargas,1812,,Centro,Porto Alegre,RS,56235-735,Brasil,Apartamento,2023-08-03,App Android,,,Premium,49.9,Mensal,Ativo,2026-05-03,Cartão de Crédito,Elo,7728,06/30,,0,33,1569.58,5,4,Tablet,Chromecast,Espanhol,Português,Não,Sim,Sim,Não,Sim,2026-04-28 14:00,138.252.47.102,,4
